No of Bedrooms ,total_sqft,bath,No of balcony,site_location,price
5,1200,4,2,26,115
3,1537,3,2,26,81
2,1175,2,2,26,62
3,1200,2,2,26,42
2,814,2,1,26,53
1,658,1,1,26,26.91
3,1839,3,2,26,130
1,672,1,1,26,36.85
2,850,2,1,26,42.5
3,984,3,2,26,140
3,1370.07,3,1,26,65
6,3600,6,1,26,170
2,1080,2,1,26,53
2,1188,2,1,26,36
2,1270,2,1,26,96
2,1275,2,2,26,59
5,4000,5,2,26,425
3,2035,3,2,26,142
2,1205,2,1,26,45.79
5,910,4,2,26,194
3,1451,2,2,26,46.4
2,1315,2,3,26,77
3,1200,3,2,26,120
2,1100,2,2,26,30
1,500,1,2,26,51
1,600,1,1,26,22.8
3,1525,2,2,26,68
2,1210,2,1,26,60
3,1200,3,3,26,75
2,1005,2,2,26,45
2,943,2,2,26,49.5
2,1121,2,2,26,75
2,1153,2,2,26,60
2,660,1,1,27,23.1
4,8156,4,0,27,477
3,1415,3,3,27,78
2,1140,2,2,27,46.5
2,1115,2,1,27,40
1,834,1,1,27,60
2,985,2,1,27,40.39
7,1875,2,2,27,300
3,1356,2,3,27,66
3,1565,2,2,27,75
1,500,1,1,27,14
3,1455,3,0,27,65.255
2,1250,2,1,27,62
2,4400,3,2,27,475
4,1600,3,1,27,172
2,3040,1,1,27,180
3,1530,2,2,27,74.39
3,1725,2,2,27,100
2,1260,2,2,27,58
3,1600,3,2,27,88
3,1670,3,2,27,120
2,1352,2,2,27,87.5
2,870,2,1,27,24
3,2121,4,3,27,253
3,1635,2,2,27,85
2,1352,2,2,27,85
3,1075,2,1,27,47
2,1255,2,2,27,53.5
3,1610,3,1,27,115
3,1000,3,0,27,140
2,1194,2,2,27,46
2,1070,2,2,27,33
4,2000,4,2,27,82
5,2043,6,0,27,375
4,3800,4,3,27,205
6,2100,6,0,27,275
2,1115,2,2,27,50
2,1150,2,0,27,28
2,1000,2,0,27,57
4,2400,4,0,27,500
2,1190,2,2,27,50.66
2,1195,2,1,27,70
2,1170,2,3,27,45
1,607,1,1,27,35
3,1485,2,2,27,67
4,750,4,2,27,62
4,1200,5,2,27,92
4,2928,4,3,27,198
2,1600,3,2,27,88
1,750,1,1,27,25.5
2,1140,2,1,27,36
3,1250,3,2,27,58
7,930,4,2,27,85
3,1600,3,3,27,61.37
1,700,1,0,27,59
4,2080,4,2,27,440
5,2000,4,1,27,99
2,1440,2,2,27,185
4,3940,4,3,27,220
3,1275,3,1,27,59
4,4100,3,0,27,300
3,1760,2,1,27,116
4,1200,4,1,27,160
2,830,2,2,27,40
2,1003,2,1,27,43
2,1272,2,2,27,51.5
2,1238,2,1,27,67.32
4,1500,4,3,27,192
3,1550,2,2,27,69.75
2,1308,2,1,27,58.86
5,1000,5,2,27,140
3,1542,3,2,27,98
4,1350,4,3,27,340
6,3600,6,1,27,200
3,1410,2,3,27,65
4,2000,2,1,27,160
2,2400,2,3,27,125
3,1970,3,2,27,164
4,900,2,1,27,115
2,1216,2,1,27,67
2,1300,2,2,27,100
2,1127,2,1,27,45
3,2180,3,2,27,285
2,1025,1,1,27,26.63
3,5400,3,2,27,700
3,1550,2,3,27,80
2,1070,2,2,27,38.6
3,2533,3,3,27,425
1,630,1,2,27,35
5,3500,5,0,27,350
2,1200,2,2,27,39
1,410,1,1,27,15
3,2200,3,2,27,160
2,1147,2,1,27,75
2,1183,2,0,27,55.975
4,3150,4,3,27,218
3,1719,3,2,27,110
3,1780,3,2,27,88
4,3800,4,3,27,235
3,1623,3,3,27,155
4,1500,2,0,27,87
2,1250,2,2,27,54
3,1645,3,2,27,113
2,1350,2,2,27,103
1,661,1,1,27,33
3,1345,2,1,27,69
2,1050,2,2,27,45
3,1350,2,1,27,63
2,860.72,2,2,27,40
2,1025,2,1,27,50
2,896.9,2,1,27,78.74
2,1300,2,2,27,63
3,1746,3,3,27,115
3,1880,3,2,27,110
2,1089,2,1,27,32.67
5,1200,4,1,27,130
2,943,2,2,27,48
7,4000,7,0,27,90
2,1060,2,1,27,52
4,2700,3,0,27,75
2,1040,2,2,27,36.4
3,2475,4,3,27,340
1,633,1,1,27,17.09
2,1368,2,3,27,87
3,1241,2,1,27,68
4,1600,3,3,27,185
3,1270,2,2,27,50.79
3,2135,3,2,27,170
2,1250,2,2,27,65
5,1200,5,2,27,85
3,2321,4,1,27,157
1,602,2,1,27,30
3,1650,3,3,27,125
2,1155,2,1,27,69.18
6,30400,4,2,27,1824
2,1140,2,1,27,32.93
2,1200,2,1,27,75
4,1600,4,2,27,45
3,1610,3,2,28,81
4,2650,4,2,28,150
3,1787,3,2,28,98.29
5,1200,5,2,28,180
2,1185,2,0,28,38
2,1000,2,1,28,35
3,1125,4,1,28,70
3,1500,2,1,28,87
3,1400,2,2,28,77
2,823,2,1,28,28
3,1891,3,1,28,109
2,1346,2,1,28,61.92
1,697,1,0,28,45
3,1200,3,1,28,130
5,1350,4,1,28,135
3,1790,3,2,28,127
3,1330,2,2,28,46.55
3,2070,3,3,28,162
4,4000,4,2,28,330
4,3450,1,0,28,173
4,3500,6,2,28,225
3,1600,2,2,28,65
3,1754,3,2,28,125
3,1605,3,2,28,85
2,1404,2,1,28,75
4,3526,4,1,28,558
2,1145,2,2,28,65
6,11338,9,1,28,1000
2,1300,2,0,28,93.865
1,700,1,1,28,41
3,1306,2,2,28,58
3,3850,5,0,28,316
3,1640,3,2,28,241
3,1800,3,1,28,80
2,1140,2,2,28,46
5,600,5,0,28,50
3,2408,4,2,28,260
3,1315,2,1,28,85.4
2,1208,2,2,28,70
2,1100,2,2,28,56.1
3,1645,3,2,28,135
3,1374,3,2,28,68
3,2000,3,3,28,185
4,971,2,2,28,135
2,930,2,0,28,25
3,2500,3,3,28,75
4,3252,4,3,28,280
3,600,3,2,28,60
2,1140,2,3,28,32
2,1280,2,2,28,75
4,900,2,1,28,115
2,1140,2,2,28,38.65
4,3600,4,3,28,450
2,1145,2,1,28,75
3,2162,3,1,28,200
2,1060,2,2,28,42
2,1220,2,1,28,44.6
3,1643,3,2,28,75
2,1200,2,0,28,42
2,1020,2,1,28,29.45
2,800,2,2,28,30
6,1800,3,0,28,105
3,1075,2,1,28,52
3,1403,3,1,28,56
2,1165,2,1,28,30.29
2,1220,2,0,28,48
4,1050,3,2,28,125
2,814,2,1,28,42
2,2040,2,2,28,59
2,1026,2,1,28,45
2,1024,2,2,28,44
3,1750,3,3,28,86.5
2,1418,2,2,28,105
1,605,1,1,28,40
2,1178,2,3,28,82
3,1523,2,2,28,56
2,1541,2,2,28,130
3,1545,2,2,28,66
3,2665,3,1,28,350
4,3990,4,1,28,260
1,654,1,1,28,36.25
2,1419,2,1,28,60.42
3,1655,3,2,28,97
3,2500,2,1,28,60
2,1345,2,1,28,97
2,1216,2,2,28,60
2,1283,2,2,28,63.22
2,950,2,1,28,33
2,1007,2,1,28,75
2,1247,2,2,28,62.35
3,1240,2,1,28,63
3,1855,3,3,28,140
3,2400,2,2,28,300
5,2925,5,3,28,936
3,1360,2,2,28,47.59
3,1600,3,0,28,69.1
4,1200,2,1,28,140
2,1350,2,1,28,88
3,1636,3,2,28,83
2,1037,2,1,28,36.28
2,1115,2,1,28,35.8
2,1143,2,1,28,34.2
3,1305,2,1,28,110
3,1364,2,3,28,50
2,800,2,2,28,55
6,1200,6,2,28,160
5,4400,5,3,28,240
3,1452,3,3,28,55.6
3,2215,3,2,28,330
3,2735,4,2,28,340
2,1115,2,1,28,61
4,4000,3,2,28,750
1,625,1,1,28,27
2,1025,2,1,28,29.6
4,2450,4,2,28,368
2,800,1,3,28,95
2,900,2,1,28,40
2,1150,2,1,28,170
3,1919,3,0,28,300
3,2215,4,2,28,162
4,1200,4,2,28,270
3,2400,3,2,28,115
3,1495,3,2,28,90
1,485,1,1,28,19.5
1,420,1,1,28,12.5
3,1567,2,3,28,62
2,950,2,1,28,55
2,1325,2,2,28,52
2,1125,2,1,28,47
2,1200,2,0,28,120
1,1200,1,0,28,295
1,540,1,2,28,24
7,3000,4,2,28,400
5,1000,4,2,28,300
7,1200,6,2,28,235
2,545,1,1,28,28
2,1035,2,2,28,60
4,3124,6,3,28,349
2,1000,2,1,28,49.5
3,1282,2,2,29,68.52
3,1787,3,2,29,125
2,850,2,2,29,27
2,750,2,1,29,38
2,883,2,1,29,45
3,2060,3,2,29,140
2,1125,2,1,29,32.49
2,1222,2,1,29,63
3,1200,2,0,29,66
2,900,2,0,29,27
3,1600,3,3,29,90
1,710,1,1,29,27
2,957,2,1,29,56
2,1100,2,2,29,40
2,1128,2,1,29,65.65
3,1427,2,1,29,80.63
3,1815,3,2,29,82
2,1128,2,2,29,75
2,1190,2,2,29,55
2,1000,2,1,29,36
2,1307,2,2,29,51.6
3,1560,3,2,29,85
4,2800,4,2,29,89
3,1525,2,2,29,48
4,3400,3,1,29,210
2,1240,2,0,29,43.79
3,1215,3,1,29,42.2
1,590,1,0,29,13.57
3,1300,2,1,29,49
3,2401,3,2,29,185
4,4235,4,2,29,365
3,1350,2,2,29,54.6
3,1991,3,2,29,160
4,4346,4,1,29,450
2,1125,2,1,29,75
2,1080,2,1,29,44
2,1500,2,2,29,57
2,1185,2,1,29,45.5
2,1089,2,2,29,45
2,1200,2,1,29,45.84
2,1140,2,2,29,65
7,600,4,0,29,100
2,1400,2,3,29,78
4,4500,5,2,29,300
2,1200,2,1,29,45
2,1194,2,2,29,46
1,624,1,1,29,35
2,1608,2,2,29,85
3,1255,3,2,29,77.68
3,1200,3,1,29,67.77
3,1300,2,1,29,63
2,950,2,1,29,33
3,1328,2,2,29,60
2,919,2,2,29,40
2,1200,2,1,29,67
3,1793,3,2,29,98
3,1200,3,1,29,67
2,1100,2,1,29,78
2,1180,2,3,29,58
1,1200,1,0,29,95
2,850,2,0,29,35
2,940,2,1,29,25.38
2,1010,2,1,29,40.39
2,1100,1,2,29,55
3,1495,2,0,29,67
2,625,2,1,29,24
2,1145,2,1,29,46.5
3,2000,3,2,29,85
3,1260,2,2,29,52
2,1194,2,2,29,47
2,1163,2,1,29,65
2,1012,2,0,29,42
2,1331,2,1,29,88
3,1430,3,2,29,59
3,1591,3,1,29,122
3,1200,3,2,29,70
3,1804,3,2,29,166
4,2130,4,0,29,120
2,1495,2,2,29,83
4,2460,7,2,29,80
3,1310,2,1,29,55
1,500,1,1,29,14
3,1200,3,1,29,56.12
2,1500,2,1,29,45
3,1425,3,2,29,55
2,1325,2,2,29,73
2,1012,2,1,29,53.58
1,615,1,0,29,39.99
4,3855,4,3,29,220
2,1200,2,3,29,45
2,1100,2,1,29,55
4,1350,4,1,29,90
8,1800,8,1,29,110
4,3400,5,0,29,265
4,2800,4,0,29,241
3,1234.6,3,1,29,104
3,1250,2,2,29,47
4,2557,1,0,29,170
3,1384,2,2,29,76.18
1,450,1,1,29,20
4,3200,4,1,29,350
3,3009,3,1,29,331
2,1200,1,1,29,36
3,1787,3,2,29,116
5,1200,5,2,29,70
3,1360,2,1,29,58
2,1246,2,1,29,95
2,996,2,1,29,24.9
2,950,2,0,29,65
4,3075,2,3,29,188
2,1035,2,2,29,40
1,933,1,1,29,61
2,1532,2,1,29,65
2,1060,2,2,29,52
3,1345,2,1,29,57
1,418,1,1,29,17
2,1113,2,1,29,44.5
2,1100,2,2,29,42.6
2,1255,2,2,29,54.5
4,2695,4,3,29,188
6,1500,9,3,29,230
2,1080,2,1,29,48
2,1112,2,2,29,40
2,1270,2,2,29,42
3,1747,3,1,29,110
2,960,2,2,29,48
3,1600,3,2,29,63.2
3,1350,2,2,29,47.25
7,2500,8,3,29,95
3,1893,3,2,29,130
2,1150,2,1,29,57
3,1835,3,3,29,89
3,1485,2,2,29,63
1,755,1,0,29,30.12
2,1182,2,1,29,64
3,1500,3,1,29,71
2,1246,2,2,29,47.35
7,1400,7,0,29,218
3,1025,2,1,30,47
2,1050,2,1,30,34
3,1475,2,3,30,90
2,1280,2,2,30,75
6,1200,7,3,30,250
2,1195,2,1,30,70
7,12000,7,3,30,2200
2,950,2,1,30,44
2,940,2,1,30,41
2,1050,2,0,30,37
2,1161,2,1,30,55.15
2,720,2,1,30,120
2,910,2,1,30,30.5
2,1140,2,2,30,41
3,1835,2,3,30,155
2,1180,2,1,30,70
3,1294,2,2,30,48
4,3900,4,3,30,300
8,1320,6,2,30,200
3,1691,3,2,30,119
3,1130,3,1,30,38
3,1050,2,1,30,57
4,3012,6,2,30,268
3,2475,4,3,30,320
2,1025,2,2,30,57
3,2770,3,1,30,460
3,2200,3,2,30,190
3,1470,2,2,30,75
3,1550,3,1,30,120
2,1420,2,1,30,123
4,1670,3,0,30,135
1,800,1,0,30,52
2,630,1,1,30,27
3,1665,3,3,30,110
2,1464,2,2,30,56
2,1200,2,1,30,67
3,2070,3,2,30,225
2,1127,2,1,30,68
3,1200,3,1,30,130
2,1106,2,1,30,43.09
4,3000,4,0,30,330
3,1725,3,2,30,130
4,800,5,3,30,155
2,1200,2,2,30,75
5,1200,5,0,30,160
2,1036,2,1,30,59.46
8,750,8,0,30,200
2,1060,2,1,30,58
3,1645,2,2,30,82
2,1320,2,1,30,150
3,1500,2,1,30,78
2,1051,2,2,30,60
2,1470,2,2,30,170
2,950,2,1,30,55
2,1070,2,2,30,38.9
3,1518,3,2,30,76
2,1100,1,2,30,45
2,1116,2,1,30,51.91
2,1140,2,2,30,46
2,1255,2,3,30,120
2,1063,2,1,30,58
1,712,1,1,30,38.44
2,1145,2,2,30,57
3,1416,3,1,30,94
3,1890,2,0,30,93
3,2172,3,2,30,76.02
1,840,2,2,30,50
2,965,2,1,30,34
3,1602,2,1,30,165
2,690,2,0,30,42
3,1450,3,1,30,75
3,1650,3,3,30,110
2,1200,2,1,30,65
2,1200,2,0,30,69
3,1400,2,2,30,65.8
3,1640,3,3,30,84
2,1125,2,2,30,45
2,1200,2,1,30,200
3,1749,3,2,30,120
5,1500,5,1,30,175
2,1190,2,2,30,41
3,2072,4,2,30,152
3,1200,3,1,30,68.38
3,1500,2,2,30,52
2,1180,2,1,30,86
8,1200,8,2,30,150
2,1105,2,1,30,35.36
2,1000,2,0,30,70
3,1830,3,1,30,119
2,850,2,1,30,32.5
3,1400,2,2,30,80
3,1350,2,2,30,65
2,1475,2,2,30,80
5,7200,5,2,30,900
2,1080,2,3,30,64
1,682,1,1,30,36.23
1,492,1,1,30,40
8,1700,3,2,30,50
2,1332,2,2,30,101
1,551,1,1,30,30
2,1170,2,1,30,62
4,3170,4,3,30,250
3,1150,2,1,30,57.5
1,1050,2,2,30,41
3,2400,3,2,30,220
3,1705,3,1,30,91
2,1026,2,1,30,60.55
3,1890,4,2,30,85
2,1076,2,1,30,30.13
3,1491,3,3,30,40.5
7,1900,3,0,30,162
4,2064,5,2,30,225
3,2289,3,3,30,180
3,1200,2,2,30,120
3,2041,3,3,30,138
8,3600,9,3,30,125
3,1200,3,1,30,80
3,1615,3,2,30,69.43
4,2500,4,3,30,225
3,2500,2,1,30,300
3,1330,3,2,30,65
4,3150,5,1,30,212
3,1521,2,2,30,57.5
2,1200,2,0,30,82
2,614,1,1,30,28
3,1475,2,2,30,55
3,1625,3,3,30,92
3,1660,3,2,30,104
2,1068,2,3,30,48
4,1200,4,2,30,100
3,1430,3,2,30,52
3,1484,3,1,30,75
3,1250,3,3,30,62.6
3,1735,3,2,30,97
2,960,2,2,30,35
3,1804,3,0,30,122
5,5665.84,7,0,30,988
3,1420,3,2,30,90
2,1256,2,1,30,65
4,2100,4,0,31,186
3,1600,3,2,31,65
4,2000,4,1,31,75.5
2,1170,2,2,31,52
3,1550,3,3,31,64.5
4,1200,3,1,31,165
2,891,2,1,31,25
5,4400,1,0,31,548.5
2,1185,2,2,31,42.6
2,1180,2,1,31,69
1,633,1,0,31,17.535
3,1025,2,1,31,48
2,1050,2,1,31,67
4,2090,4,0,31,95.1
3,1450,2,2,31,85
3,1580,3,2,31,75
2,1000,2,1,31,28.88
3,1705,3,1,31,74.16
4,3675,4,3,31,367
2,1238,2,1,31,67
3,1703,3,0,31,101
4,3584,4,0,31,199
2,3000,2,0,31,510
5,1575,4,0,31,150
4,2710,5,0,31,200
2,1020,2,1,31,39
4,30000,4,0,31,2100
3,1220,3,3,31,56
9,1200,9,2,31,100
3,1875,2,3,31,235
3,2250,3,1,31,195
2,1430,2,2,31,113
2,1234,2,1,31,61
2,1468,3,2,31,130
2,1050,2,3,31,41
2,1020,2,1,31,29.46
3,1397,3,2,31,104
2,888,2,1,31,34
2,927,2,2,31,37
3,1937,3,2,31,140
3,1075,2,1,31,50
2,1180,2,2,31,36.5
3,1155,2,0,31,60
3,2600,3,1,31,237
4,3445,5,3,31,270
2,1080,2,2,31,35
4,3960,5,3,31,386
3,1410,2,1,31,56.4
2,1257,2,1,31,69
2,1230,2,2,31,66.25
2,1134,2,1,31,45.36
2,1250,2,2,31,40
2,1250,2,0,31,59
3,1733,2,3,31,85
3,1495,2,2,31,75
2,1385,2,3,31,65
2,1020,2,1,31,41.82
3,1469,3,0,31,73.595
3,2777.29,5,2,31,650
1,656,1,1,31,43
4,2563,5,0,31,251.5
2,1255,2,0,31,67.73
2,1628,2,2,31,68
3,1685,3,2,31,60
4,2400,4,2,31,358
4,2502,4,2,31,180
2,750,2,1,31,36
4,1200,4,1,31,130
1,539,1,1,31,45
3,1639,3,3,31,120
3,1800,3,3,31,95
2,1115,2,2,31,43
2,1150,2,0,31,250
2,1093,2,2,31,72
1,450,1,0,31,16
3,1650,3,2,31,85
3,1350,2,0,31,58
2,1260,2,1,31,108
3,2501,3,3,31,138
7,1200,5,2,31,180
2,1240,2,1,31,58.58
2,1000,2,2,31,43
5,1200,3,2,31,180
2,1020,2,1,31,48.45
2,1345,2,2,31,108
3,1600,3,2,31,74.5
2,1394,2,2,31,56
2,1077,2,1,31,50
2,1120,2,2,31,36
3,1393,3,2,31,54
3,2266,3,2,31,207
2,1120,2,2,31,49
3,1830,3,0,31,90
2,1010,2,1,31,40.4
4,2500,4,1,31,420
2,600,1,0,31,27
9,4320,7,2,31,821
5,7500,5,2,31,1500
4,2400,5,0,31,1250
4,2065,4,0,31,248
4,4800,4,3,31,420
3,1654,3,3,31,70
3,1365,3,3,31,66
4,3700,4,2,31,325
5,1035,5,1,31,170
2,1050,2,2,31,38
2,972,2,1,31,40
4,2180,4,3,31,115
2,1050,2,1,31,51.66
3,1760,3,2,31,160
3,1839,3,3,31,160
3,2316,3,0,31,125
2,1250,2,2,31,65
2,1050,2,2,31,125
4,1650,2,1,31,140
2,1200,2,3,31,43
2,1279,2,3,31,100
2,1200,2,2,31,78
2,1075,2,1,31,53.7
2,660,1,0,31,18
3,1960,3,2,31,165
2,1053,2,0,31,51
3,2275,4,2,31,187
2,1050,2,0,31,58
4,600,4,1,31,70
3,2200,4,1,31,150
2,1299,2,3,31,58
2,940,2,1,31,32.9
3,1355,2,2,31,51.5
2,850,2,2,31,45
3,1680,2,0,31,68
4,1200,4,1,31,110
3,1730,3,2,31,175
1,450,1,1,31,20
2,1367,2,0,31,80
2,1232,2,1,31,94.28
2,600,1,1,31,65
6,1200,5,0,31,130
3,1075,2,1,32,35
2,945,2,1,32,54
2,984,2,1,32,44.28
2,1113,2,1,32,51
3,1760,3,2,32,88
1,700,1,0,32,41
2,1133,2,1,32,49.07
3,1580,3,3,32,76
3,1779,3,2,32,112
2,1116,2,3,32,51.91
8,2400,6,3,32,125
4,1200,4,0,32,135
2,884,2,0,32,46.5
3,1565,3,2,32,88.5
3,1519,3,1,32,93
1,340,1,1,32,10
5,400,5,1,32,200
2,982,2,2,32,24.55
2,1418,2,2,32,95
3,1305,3,0,32,95.45
3,2204,2,3,32,305
3,1210,2,1,32,58
3,1470,2,1,32,90
6,2400,7,2,32,110
2,860,1,1,32,43
3,1533,3,2,32,85
4,3600,4,0,32,365
3,1590,2,2,32,125
3,1900,3,3,32,160
3,1069,3,2,32,65.4
3,1200,3,1,32,90
2,1352,2,2,32,68
3,2430,4,3,32,180
3,1340,2,2,32,64.31
3,1555,2,1,32,82
2,956,2,1,32,49
3,1500,2,3,32,55
2,1173,2,1,32,60
2,1015,2,2,32,25.88
2,1339,2,2,32,58
2,1015,2,2,32,33.5
3,1574,3,1,32,93.34
2,1050,2,1,32,49.87
3,1725,3,2,32,85
4,3000,4,2,32,140
2,1400,2,2,32,80
3,1200,2,1,32,68
2,1200,2,1,32,45
2,1200,2,2,32,52
2,1240,2,1,32,53.27
1,780,1,1,32,55
3,2500,4,1,32,260
4,800,4,1,32,180
2,1115,2,0,32,46
3,1221,3,3,32,72
2,1575,2,2,32,90
2,1200,2,2,32,45
7,621,7,0,32,64
2,1410,2,2,32,45
2,1014,2,1,32,35
2,1125,2,2,32,36
3,900,4,2,32,180
4,3900,5,1,32,550
4,1660.4,4,2,32,211
4,3131,4,3,32,349
2,1200,1,2,32,95
1,583,1,1,32,26.9
3,1300,2,2,32,55
2,1194,2,2,32,46
4,1200,4,1,32,85
3,1870,3,2,32,138
2,1100,2,1,32,58
3,1680,4,3,32,95
2,1200,2,1,32,136
2,1200,2,1,32,45
3,1305,2,2,32,60
1,834,1,1,32,62
2,1108,2,1,32,74.23
3,1100,2,1,32,48
1,381,1,0,32,28
3,1636,3,2,32,92
3,1565,3,2,32,98.91
2,1225,2,2,32,47.88
3,1880,3,3,32,120
3,1800,3,3,32,85
2,1248,2,1,32,130
4,400,2,2,32,35
3,1450,2,1,32,85
1,672,1,1,32,27
8,800,8,0,32,285
2,1140,2,2,32,50
1,660,1,1,32,23
2,1150,2,1,32,42
3,1450,3,2,32,58
4,2600,4,2,32,523
3,1650,3,2,32,85.5
3,1902,3,2,32,89
2,1200,2,1,32,75
2,1012,2,2,32,59
1,500,1,0,32,70
3,1700,3,2,32,126
3,1485,2,2,32,59.4
4,4500,3,0,32,225
3,1252,3,3,32,70
3,1691,3,2,32,93.01
3,1430,2,0,32,55
3,1460,3,3,32,76
4,10624,4,2,32,2340
3,1715,3,3,32,112
3,1660,3,2,32,131
7,4000,8,1,32,150
2,1200,2,2,32,44
2,1005,2,1,32,39.77
2,1188,2,1,32,39
2,1037,2,1,32,36.28
2,950,2,1,32,45
2,1062,2,1,32,42.48
2,1256,2,1,32,60
3,1565,2,2,32,57.91
4,2569,5,3,32,180
2,1400,2,3,32,90
4,3200,5,3,32,309
3,2406,5,2,32,289
3,1419,3,2,32,85
2,1408,2,2,32,58
3,1524,4,2,32,400
3,1607,2,2,32,112
2,953,2,1,32,90
2,1063,2,1,32,32.79
3,1115,3,1,32,39.14
2,1392,2,1,32,110
2,620,2,1,32,23
3,1855,3,3,32,96
3,1684,3,2,32,86
5,4000,5,0,32,680
5,1200,4,2,32,200
3,1290,2,2,32,56.12
2,1090,2,2,32,55
3,1425,3,2,32,57
3,1760,2,2,33,123
2,1500,2,1,33,78
3,1520,1,0,33,74.82
2,1385,2,1,33,83.09
2,1125,2,2,33,62
2,1246,2,1,33,67
3,1075,2,1,33,37
3,1092,2,1,33,98.5
3,1615,3,2,33,59.76
2,1070,2,1,33,42.79
4,315,4,2,33,90
2,1200,2,2,33,35
4,1200,4,0,33,244
2,1190,2,3,33,57
3,1267,3,2,33,56
4,2000,3,1,33,166
3,1808,4,2,33,80.27
2,1232,2,2,33,89
3,1500,3,1,33,160
3,2337,4,3,33,292
8,1200,12,0,33,110
2,1025,2,1,33,29.6
2,1035,2,1,33,45
2,1000,1,1,33,55
3,1223,2,1,33,42.81
3,1720,3,1,33,134
2,1168,2,1,33,61
2,1050,2,1,33,36.75
3,1360,3,3,33,55
3,1900,3,3,33,123
3,1804,3,2,33,121
3,2002,3,2,33,112
6,1500,7,3,33,220
2,1170,2,2,33,46.79
6,1200,4,2,33,110
2,1000,2,2,33,30
4,1575,5,1,33,158
2,1090,2,2,33,28
1,532,1,1,33,22.49
1,923,1,1,33,45.69
2,1080,2,2,33,39
1,965,1,1,33,32
3,1400,2,1,33,40.44
2,700,2,1,33,40
3,1418,3,2,33,52.47
2,1110,2,2,33,33
2,1200,2,1,33,45
4,1200,4,2,33,175
3,1275,2,2,33,41.5
4,1200,4,2,33,240
2,1220,2,1,33,80
8,12000,9,0,33,1900
3,1494,2,2,33,94.55
3,1318,3,1,33,54
2,1041,2,1,33,36.44
2,1440,2,2,33,170
3,2017,2,2,33,125
3,1740,3,2,33,55
3,1434,2,1,33,67.39
4,920,2,0,33,90
2,881,2,1,33,48.06
2,900,2,0,33,55
4,3300,5,0,33,268.5
3,1680,3,2,33,125
2,1165,2,1,33,43
3,1548,3,1,33,65
2,900,2,1,33,27
3,1590,3,3,33,131
3,1800,3,1,33,220
3,2400,3,3,33,120
2,1232,2,1,33,87
2,1200,2,2,33,60
2,1171,2,2,33,72
2,1800,2,0,33,300
5,5000,6,1,33,360
3,1590,3,1,33,54
3,1320,3,2,33,60
3,1730,3,2,33,115
2,1170,2,2,33,120
4,3301.8,5,2,33,570
2,1195,2,2,33,73
3,1820,3,2,33,89
2,1350,2,2,33,45
2,1150,2,2,33,45
4,3621,4,1,33,511
4,1830,4,2,33,325
2,700,1,0,33,41.145
1,527,1,0,33,35
3,1280,3,0,33,87
3,1798,3,1,33,110
5,1000,5,0,33,130
2,1490,2,1,33,150
2,1165,2,1,33,85
3,1220,3,2,33,56
2,1270,2,1,33,95
3,1850,3,2,33,120
6,1200,6,0,33,125
2,1030,2,2,33,44
2,1192,2,2,33,53.5
2,900,2,2,33,27.98
6,1080,5,2,33,160
3,1640,3,2,33,251
3,1890,4,3,33,125
3,1221,3,2,33,65
4,2119,4,3,33,111
2,1240,2,2,33,55
3,1525,2,2,33,91.48
4,1500,5,3,33,160
2,1072,2,2,33,45
2,1134,2,2,33,55
4,3090,4,0,33,350
1,488,1,1,33,20
2,1080,2,1,33,38
4,3565,4,0,33,218
2,1150,2,1,33,39
2,1068,2,1,33,43
2,1120,2,1,33,51
3,1805,3,2,33,280
2,1200,3,0,33,78
2,900,2,1,33,27
4,4000,5,1,33,195
2,1195,2,2,33,100
4,800,5,3,33,115
2,1195,2,0,33,42.4
3,1223,2,2,33,42.81
2,980,2,1,33,51
2,900,2,1,33,46.29
2,1457,2,3,33,60
2,1382,2,2,33,84.5
3,1275,3,2,33,45
3,1938,3,3,33,105
3,1650,3,2,33,78
3,1450,3,3,33,60.91
3,1686,3,3,33,77
3,1571,3,3,33,53.12
5,1100,4,3,33,199
4,2610,4,2,33,306
2,1355,2,1,33,73
5,1375,5,1,33,125
3,1693,3,3,34,57.39
7,950,7,0,34,115
3,2405,4,2,34,260
2,1128,2,1,34,65
3,1350,3,2,34,150
4,660,4,2,34,90
4,3000,5,2,34,260
2,1090,2,1,34,28.34
4,4000,1,0,34,453
2,1385,2,3,34,80
1,665,1,1,34,36.85
3,1340,2,2,34,48.33
3,1453,2,1,34,46.48
3,2842,3,2,34,162
2,1150,2,3,34,72.2
2,1050,2,2,34,53.5
4,3516,4,3,34,540
3,1282,3,2,34,178
2,1100,2,2,34,50
2,1200,2,2,34,150
3,1364,2,3,34,46.38
2,1140,2,2,34,43
4,2400,5,0,34,329
2,1200,2,0,34,80
4,3750,3,0,34,550
3,2000,3,1,34,200
2,1205,2,1,34,75
2,1306,2,1,34,55.91
2,1100,2,1,34,75
2,1655,2,1,34,97.65
3,2065,4,1,34,210
4,4000,5,1,34,280
2,1084,2,3,34,55
2,995,2,0,34,46
2,1150,2,0,34,55
3,1596,3,0,34,95
4,3250,4,1,34,180
3,2720,5,0,34,210
3,1060,3,1,34,62
3,2900,3,2,34,285
3,1350,2,2,34,80.99
3,1550,3,2,34,83
4,2360,4,2,34,150
4,7000,5,0,34,2050
2,4200,1,2,34,160
2,1150,2,3,34,48
5,1200,4,3,34,120
4,1917,3,0,34,60
4,3800,4,2,34,600
6,1850,6,3,34,150
